comments,date,name
"
البنية التحتية الرائعة و القوية ، الطبيعة الخلابة،الخدمات، الامن ، الخطط الاستراتيجية الحكومية ، عدم الفساد ، الفنادق ، الشعب السعيد ، هذه العوامل و غيرها تجعلها رقم واحد في السياحة .....ملاحظة :نحن نشبها في الطبيعة الخلابة ديال الله فقط.
",الاثنين 02 شتنبر 2019 - 14:44,<strong>الراحة والسياحة</strong>
"
il ne faut s étonner de ses bénéfices grâce à la sécurité et le sérieux pas comme notre pays des corrupteurs de partout des mendiants et l insécurité et la saleté
",الاثنين 02 شتنبر 2019 - 14:50,<strong>mmm1962</strong>
"
بييك أوليدي من جد وجد و من زرع حصد. و اللي بغا فالمغرب السياح يجيو و يتحملو المصائب بأنواعها فلينتظر. إسبانيا تجذب الملايين من السياح المغاربة و تشغل في قطاع السياحة في إسبانيا مئات الآلاف من المغاربة. تعمل و تطور السياحة في صمت و لا تبيع السراب بالتوقعات الفارغة. المغرب بلد الشفوي الله يداوي. خاصنا نخلصوهوم حيت مهليين فسبتة و مليلة ماشي نطالبو بهما و نخربوهوم بحال باقي المدن المغربية.
",الاثنين 02 شتنبر 2019 - 14:53,<strong>مهاجر بإسبانيا</strong>
"
والاعلام المغربي والعياشة كيقولك 10مليون سائح والمغرب بلد رائد فالسياحة واسبانيا فيها الازمة ههه
",الاثنين 02 شتنبر 2019 - 14:56,
"
أسبانيا لديها كل شيء. الأمن الصحة النضافة المواصلات...... أما المغرب اي شيء لديه لينافس إسبانيا وينال نصيبا من السياحة؟ المسؤولين لصوص أموال الشعب المآتر تعد على رؤوس الأصابع حتى المواطن لا يرتاح في بلادكم فكيف بالغريب. الكل يحاول النصب على الساءح. لكي تعرف ما معنى بلد سياحي فعليك زيارة أوروبا
",الاثنين 02 شتنبر 2019 - 14:57,<strong>إسبانيا</strong>
"
فين حنا من 10 مليون سائح من هادي عشرين كنحلمو بها و الو حيت كل شي غالي و ما كان لا مراقبة لا والو و زيادة التسول بكثرة قلة النظافة و نقص المراحيض العمومية في أغلب المدن السياحية ههما جيرانا جابوها في شهر حيت الناس كتخدم
",الاثنين 02 شتنبر 2019 - 14:57,<strong>smail smouni</strong>
"
يستاهلو . الرخاء -الأمن -النظافة .... حنا را عندنا الشفرة و الوسخ و قلة الامن .!!!! انا مشيت دوزت 6 ايام 4000 درهم ، فيها الاوطيل الخروج و الماكلة ... الراتب ديالي 6000 درهم لا اقل و لا اكتر ! عاشت أوروبا للسياحة
",الاثنين 02 شتنبر 2019 - 14:59,
"
c ca la différence entre un pays qui travaille et un autre qui envie
",الاثنين 02 شتنبر 2019 - 15:03,<strong>%%%%</strong>
"
قوة الوجهة السياحية لإسبانيا وقدرتها على جذب السياح في سياق عالمي يشهد تنافسية جد محتدمة.
و رقم معاملاتها ليس فقط في الايرادات بالعملة الصعبة....و إنما في حسن الاستقبال.......
",الاثنين 02 شتنبر 2019 - 15:06,<strong>و لنا تعليق</strong>
"
جودة الخدمات والاكل و البنيلت التحتية تتناسب مع الاثمنه. مدن في الاندلس بنيانها العصدي يتماشى في معماره و تصميمه مع البنايات التاريخية و حتى الحدائق الجديده تتماشى مع التاريخ و المعمار القديم للمدن.في المغرب الاثمنة باهضة بالنسبة ما يقدم.من.منتوج . وفي المدن العتيقه لا يوجد.تناسق مع ما بني حديثا...ناهيك عن عدم توفر المراحيض العمومية
",الاثنين 02 شتنبر 2019 - 15:08,<strong>جبيلو</strong>
"
لمن ينتقدون السياحة في المغرب ويقارنوها مع السياحة في دولة كافرة ، هذا أمر طبيعي أن السياحة في المغرب تبقى أقل وثابتة ولن أقول دون المستوى ، ولا يمكنها أن تصبح كسياحة دولة كافرة ، فأغلبية السياح الذين يدهبون إلى بلاد كافرة الكل يعلم على ما يبحثون ، يبحثون عن الحرية ، تلك الحرية التي لا يمكن أن توجد في دولة مرجعها الإسلام ، ومن يقول تركيا ، أقول له يا صديقي تركيا بلد علماني وليس إسلامي ، و هاته الحقيقة لا تفهمون من كلامي أني أدافع عن السياحة المغربية أو أني اجرح في السياحة الغربية ، فقط المنطق من يتكلم ، إذن لا تطرحوا مثل هاته الأسئلة البديهية ، فقط ملاحظة أن مدخول السياحة في إسبانية يمثل تقريبا نصف مداخيل المغرب في جميع الميادين
",الاثنين 02 شتنبر 2019 - 15:10,
"
العام اللي فات 81مليون زارو اسبانيا هاد العام غدي يوصولو 95مليون ساءح يعني 10دالمرات على المغرب
",الاثنين 02 شتنبر 2019 - 15:13,<strong>متتبع</strong>
"
اعيش باسبانيا و لدي صديق اسباني أراد زيارة المغرب فبالرغم من معرفة حالة المدن و السياحة التى عندنا فقد أخدته معي لزيارة بعض المدن و الله السيد حشم يقولي باللي ما كيفكرش يرجع علاش حيت الغلاء و الازبال و الفساد و كثرة المتسولين و انعدام النظافة في معظم المناطق و الاكثر من دلك طريقة السياقة في المغرب.. مهم بغيت نقول للمسؤولين باللي ادا كان دصح باغيين تحسنو من السياحة نقلو من اسبانيا في كل شيء اما المهرجانات ما كتجيبش السياح كونو هانيين
",الاثنين 02 شتنبر 2019 - 15:15,<strong>مار</strong>
"
53مليار اورو =53الف مليار سنتيم مغربية
",الاثنين 02 شتنبر 2019 - 15:15,<strong>متتبع 53مليار</strong>
"
طبعا اسبانيا تستقطب العدد الهائل من السياح ..لعدة مزايا : ١..الأمن. تتجول في اسبانيا في مأمن عن حياتك ومتاعك وفي كل الأوقات... ٢....الأثمان، ، تفرض المصالح المختصة في اسبانيا الأثمان المناسبة على المواد الاستهلاكية للسياح ...كما تفرض كذلك أسعارا مناسبة في الفنادق والمنتجعات السياحة ... اظف إلى ذالك تفرض تقنين أسعار بيع الكماليات من اثواب والبسة ومستلزمات و و و كل ما يحتاجه الساءح... ويبقى مشكل النقل الجوي في متناول الجميع من أجل الوصول إلى اسبانيا ...وبعبارة أدق قارن مغاربة قضوا عطلهم في اسبانيا بين التكاليف العطلة فيها وبين تكاليف العطلة قضوها في المغرب ..فتبين أن مصاريف قضاء العطلة في اسبانيا اقل من مصاريف المغرب ..و مكن الخلل فيما ذكر...تجب إعادة النظر في كل شيء يتعلق بالسياحة في المملكة المغربية...نملك كل شيء شواطيء الأطلسي والمتوسط والجبال والقرى السياحية و الرمال في الصحراء ..والطقس الحار والجاف والمعتدل والبارد و و ..ينقصنا التنظيم وجزر المخالفين......
",الاثنين 02 شتنبر 2019 - 15:16,<strong>البلولي</strong>
"
لهم الحق ان ينتلوا أكتر من دالك لأن هناك صمعة إسبانيا بين الامم متقدمة من محاربة الجريمة والمخضرات توفير الخدم لزوارها من ناحية الاتمان والجودة في كل الميادين من دخولك المطار الى خروجك منه في اتجاه بلدك متشوق لزيارتها مرة أخرى
",الاثنين 02 شتنبر 2019 - 15:19,<strong>الزروالي</strong>
"
أخر عطلة لي فالمغرب، التكرفيس،الغلاء الفاحش،الجودة كأنها إشاعة،لا في الفنادق ولا المطاعم،عطلة الأسبوع القادم في إمارة اندورا على جبال البريني إن شاء الله.لمن يفضلون الطبيعة والجو اللطيف في الصيف انصحه بها.
",الاثنين 02 شتنبر 2019 - 15:20,<strong>مهاجر</strong>
"
إن السياحة ليست هي كما ندعي في الرمال الذهبية و أشعة الشمس و جمال المناخ بل في البنية التحتية وإصلاح الطرقات و توفير أماكن الترفيه و المراحيض العمومية في الشوارع و القضاء على الغش و الشمكارة و المشرملين و الحلوف على الكدوب
",الاثنين 02 شتنبر 2019 - 15:24,<strong>من خارج وجدة</strong>
"
في المغرب بقيت ثلاث أسابيع و حتى يوم ما فيه الراحة؟ في البحر اللصوص الاثمنة الباهظة وعدم نزاهة الاثمنة في الفنادق والمطاعم وعدم الأمن . في مدريد جلست ثلاثة أيام تبقى عالقة في الذهن، انا نعرف المغرب ولكن أولادي في المستقبل لا أظن انهم سيأتون للمغرب ولو من اجل الزيارة، اعرف كثير من المغاربة الوجهة السياحية المفضلة لديهم أما تركيا اوً اسبانيا.
",الاثنين 02 شتنبر 2019 - 15:30,<strong>محمد هولاندا</strong>
"
اسمع آسي العثماني والوزير ساجد فين غدي يبان الاقتصاد ديال المغرب من سيارات ومن فوسفاط والمهاجرين لعند المغرب هدي غير السياحة والله اعلم الفلاحة والصناعة والخدمات دولة قوية حسن من دولة ضعيفة وحكومة قوية أحسن من حكومة فاشلة غير الهضرة في التلفزة و لكذوب في التقارير للتتقدم الملك راه كلشي مزيان أسيدنا ولكن في الواقع كلشي فاشل لاقتصاد ولا حكومة والشعب حتي تهوا ولا عيش في عالم اخر ماشي المغرب وماشي الخارج والله اعلم وخرج الشارع وشوف بعينك
",الاثنين 02 شتنبر 2019 - 15:40,<strong>كمال</strong>
"
يمكن لنا أن نصل إلى هذا الرقم وأكثر لو كانت لنا الإرادة الحقيقية نحن صرفنا الملايير من أجل الدعاية الكاذبة ولم نصل حتى لعشرة ملايين سائح بالرغم من أننا نمتلك المقومات التي لا توجد في إسبانيا وغيرها من الدول لكن العقليات مع الأسف الشديد تضل متخلفة والمسؤولون عن القطاع وجودهم كعدمه فلمجرد زيارتك للمغرب تجد العديد من المرشدين السياحيين المزورين يقومون بالنصب على السائح الأجنبي زد على التجهيزات السياحية المهترئة و جيوش من المتسولين إلى آخره من الظواهر الشادة التي لا تشجع السائح على العودة مجددا فكيف يعقل أن تهمل مدينة فاس عاصمة العلم والثقافة وما تزخر به من مآثر قل نضيرها في العالم مما جعل منضمة اليونسكو تصنف مدينة فاس كثرات إنساني دون الحديث عن مدن أخرى هنا يطرح السؤال أين هي الدولة من كل هذا دون أن ننسى كل المتداخلين في القطاع من مجالس محلية وغيرها
",الاثنين 02 شتنبر 2019 - 15:46,<strong>chihab</strong>
"
اللي كيحب بلادو كيعمل صالحا لكي تتطور بلاده
واللي يكره بلادو يعمل طالحا ليدمر بلاده وهذا هو حالنا مع بلدنا المغرب
",الاثنين 02 شتنبر 2019 - 15:49,
"
قولوها لهؤلاء الذين يدعون أن المهرجانات وجامع الفنا والكذب على الذقون في نشرات الأخبار وبشر وسخ ، هي التي ستشجع السياحة. والمشكل أن السياحة فيها أو فيها. إسبانيا تستقبل سياحة إستهلاكية وذات جودة ونذر دخلا يقدر بأكثر من 70مليار € أقول أورو وليس سنتيم !! ونحن نتبجح بسواح فرنسيين هرمين، يفوق سنهم 70 أو 80 سنة، يأتون بكراڤانات للكراء ( caravanes ) ليلوثوا المحطات التي يستقرون فيها. وللتسويق، يأخذ بطاطاتين ومطشة واحدة و2 خيزويات وبرتقالة. وعندما يريد التسديد، الخضار المغربي، بكرمه، يقول له خذها فابور. (مجانا).
",الاثنين 02 شتنبر 2019 - 15:53,<strong>الأصييييل</strong>
"
انا واحد منهم اقيم في المانيا اكثر من 3 عقود واقضي عطل في اسبانيا والبرتغال وتركية ثمن مناسب النضافة الاحترام والابتسامة وأنواع اللأكل فناديق في القمة اربعة وخمسة نجوم لا أحد يزعجك في الشاريع وعلى الشواطئ للأسف الشديد بالنسبة للمغرب مشغول طول النهار مع المتسولين والنصابة اينما دهبت في مدن المغرب مامرتاحش الكل يريد ان يحلبك ويزيد عليك في الثمن ويخدعك.
",الاثنين 02 شتنبر 2019 - 15:55,
"
la plus part des gens qui postent des commentaires n,ont jamais depasser tanger.
",الاثنين 02 شتنبر 2019 - 15:55,<strong>hypocrites</strong>
"
المشكلة قرابين لنا 14 كيلومتر ومابغاوش يتعلموا
",الاثنين 02 شتنبر 2019 - 15:59,
"
3 مهاجر في اسبانيا. 
القطاع السياحي يشغل مئات الآلاف من المغاربه في اسبانيا كيف ذالك ياسيدي؟ 
علما ان اليد العامله المغربيه في اسبانيا وفي جميع القطع وفي جميع المهن المسجلين في الضمان الإجتماعي الإسباني لا يتعدى عددهم 280000 .
",الاثنين 02 شتنبر 2019 - 15:59,<strong>كمال </strong>
"
Bien sur un bon pays à visiter, je ne vais plus au Maroc rien à apprécier à part la famille. Tout est degueux au Maroc
",الاثنين 02 شتنبر 2019 - 16:00,
"
هذه 3سنوات الاخيرة اقضي عطلتي الصيفية في اسبانيا هاد العام مشيت لميخاس مدينة جبلية روووعة في الطبيعة في حقيقة شتان بين المغرب واسبانيا كنت في الماضي اقضي عطلتي في الشمال المضيق بلا مانشرح لكم قمة الاوساخ والغوات ليل نهار وباركين السيارة 10 دراهم بنهار 20درهم ليلا بزااف اما في اسبانيا وقف فين بغيتي كاين الامن ونظافة والاحترام الناس خدمات بلادها من زمان واحنا تشفرات بلادنا من زمان ولا حول ولا قوة الا بالله
",الاثنين 02 شتنبر 2019 - 16:02,<strong>غير راضية على الوضع</strong>
"
هاذه السنة ذهبت االى اسبانيا كانت العطلة رائعة جدا من حيث التجهزات والاحترام لا احتيال ولا تسول الكل حدام شغله
",الاثنين 02 شتنبر 2019 - 16:08,<strong>بشير</strong>
"
في بدية الثمانينات كانوا متمردين ، تصرفات غير حضارية، لكن مع التطورات الهيكلية و البنية التحتية و الملكية البرلمانية، قفزت إسبانيا قفزة نوعية على جميع المستويات، التربية، التعليم، الصحة، العدل ، ثم محاربة الفساد وتوطيد أسس الديمقراطية...و النتيجة تاتي من آخر قطاع !
أما عندما تكون لديك ملكية تعتمد على المخزن، فسيكون الفساد مستفحل، لا تعليم ، لا صحة...
حتى نقولها جهراً، الملكية بشكلها الحالي هي العائق أمام كل تقدم أو تنمية، وما حكوماتنا الا واجهة، لا حول ولا قوة لها !
فعلى صناع القرار بالمغرب أن يكون لهم السبق لتشخيص الوضاع والدفع بلملكية على أن تكون ملكية برلمانية، أو أن تنتظر المفاجئة إذا قدر الله !
",الاثنين 02 شتنبر 2019 - 16:22,
"
الاسباني او اروبا كل شيئ مضبوط لا تلاعب ولا عشوائية 
اثناء وجودي في المغرب توجهت الى افران لقضاء بعض الايام برفقة العائلة
وصلت ليلا متعبا اول من صادفته يكتري البيوت وصف لي بيتا فيه كل المواصفات عند سماع كلامه صدقته التفقت معه 1600 درهم ل 3 ايام استلمت المفتاح 
فتحت الباب رحبت بي روائح كريهة 
تفحصت الفراش كانت روائحه جيفة الغرفة التي كانت لانام فيها انا وزوجتي فتحتها ثم اغلقتها روائح كانت تنبعث منها لا تطاق 
التصلت به طوال الليل ثم اليوم الموالي واليوم الثاني لم يجب 
في النهاية تكدسنا في غرفة الجلوس في الليالي الثلاث في النهار كان متنفسنا الذهاب الى اماكن ل التنزه واستنشاق الهواء لاكن في اخر النهار نتئلم لرجوعنا الى دورة المياه
",الاثنين 02 شتنبر 2019 - 16:24,
"
لماذا أشرتم إلى تعليقي بالسلب ؟ لم أقول إلا الحقيقة ، هل في المغرب نوادي ليلية كالتي في ابيزا وجزر الكناري ؟ أم انكم لا تجهلون أن الترفيه هو الذي يستقطب السياح من العالم ، هل لديكم ما تقنعون بي أم انكم مثل النعامة تستر راسها في الرملة .
",الاثنين 02 شتنبر 2019 - 16:28,
"
لن نستطيع منافسة إسبانيا حتى في المراحيض العمومية!!!!!!!
",الاثنين 02 شتنبر 2019 - 16:33,
"
اسبانيا عندها مواليها. والبتالي هم الوحيدون الذين لهم الاحقيه بالافتخار بمنجزاتهم. 
علما ان الاسبان لا يريدون رأيتنا نحن المغاربه ولو على بعد الاف الاميال.
",الاثنين 02 شتنبر 2019 - 16:49,<strong>AMIR</strong>
"
المرجو من الدولة المغربية الأخد بنصيحتي 
ادعو الدولة المغربية لفرض التأشيرة الالكترونية على السياح بقيمة 20 دولار اي 200 درهم و هذا المبلغ لن يتردد شخص ناوي اصلا على السفر ليدفعه بل سيدفعه بسهولة 
11 مليون سائح مضروبة على 20 دولار تساوي 220 مليون دولار و المرجو استثمار هذا المبلغ في المجال السياحي و انشاء 4 قرى سياحية تكون ك ديزني لاند 
قرية سياحية في تطوان و قرية سياحية في أكادير و مراكش و العيون 
و في السنة المقبلة 220 مليون دولار اخرى التركيز على السياحة في القرى و انشاء مجمعات سياحية راقية في نواحي افران و مراكش و تطوان و انشاء هوتيل في جبال الأطلس و التركيز على رياضات الاكستريم و ركوب الامواج 
و انشاء حديقة حيوانات ضخمة ب مدينة مكناس و يجب تفريق السياحة بين مدن مختلفة ليسافر السياح و يخسرو اموال أكثر في التنقل ليربح اصحاب الطاكسيات و النقل أيضا.
و المرجو القيام بحملة لمنع المتسولين و المهاجرين
",الاثنين 02 شتنبر 2019 - 16:51,
"
المعلق رقم 33 جوابك تجده في تعليق hobal رقم 32
",الاثنين 02 شتنبر 2019 - 17:04,
"
المغرب ضعيف من حيث السياخة الشاطءية. 
اذا لجلب الشباب الاوربي يجب اقمة مشاريع كبرى على الشواكء مع فنادق كبرى avec all in .
مراكش مدينة يأتيها الشيوخ . و نحن نحتاج الى الشباب هو ابي يصرف اكثر.
",الاثنين 02 شتنبر 2019 - 17:18,
"
السياحة الإسبانية تحقق (53 مليار أورو) في 7 أشهر . والمغرب كم ؟؟؟ وهل جميع امدخولات دخلت الى الخزينة العامة . وما هي الاستثمارات المنتظرة في هذا المجال ؟ هل يستطيع المغرب منافسة السياحة الاسبانية والتركية والاسيوية ؟
Le tourisme espagnol rapporteraient (53 milliards d’euros) en 7 mois. Et le Maroc combien à t-il rentrée dans le trésor public ??? est ce tous ces gains sont-ils bien entrés dans la caisses public ? et quels investissements envisage-ton ou attendus dans ce domaine? est ce que notre pays le Maroc peut-il concurrencer le tourisme espagnol, ou turc ou bien aussi asiatique ? ou même grec
",الاثنين 02 شتنبر 2019 - 17:19,<strong>افران الاطلس المتوسط</strong>
"
عندم تدفع 500أورو فقط كثمن لتذكرة طائرة لشخص واحد ستفكر كتيرا قبل أن تقدم على زيارة اجمل بلد في عالم خطوط ملكية لا تحرم فقط المغرب من مئات الاف من سياح بل تحرم مئات الألف اخرى من مغاربة مهجر من صلت رحم وتحرم معها القتصاد البلاد من ملايين من عمل صعبة.
",الاثنين 02 شتنبر 2019 - 17:28,<strong>makaveli</strong>
"
كل عام كتصدعو راسنا بالسعودية وايرادات الحج وانها خصها تكون للمسلمين الى أخر الاسطوانة التي نسمعها كل عام ، اما الاسبان الذين سرقو تراث المسلمين ويكسبون من ورائه الملايير فلم نرى اي تعليق يقول لماذا خصني نخلص عندما ازور تراث اجدادي في الحمراء وغيرها من آثار المسلمين
",الاثنين 02 شتنبر 2019 - 17:30,<strong>المغاربة حاقدون</strong>
"
المغرب ضيع فرصة العمر ...المغرب يتوفر على موقع جغرافي خرافي لكن لم يستفد من ذلك بسبب ضعف رؤية الذين سيروه من الإستقلال الى الآن...لو ركزوا على السياحه وما يعني ذلك من أمور مرتبطة بها لكان المغرب شئ أخر اليوم لكن لمن تتعاود زابورك يا داوود....اليوطي والذي هو فرنسي وليس مغربي كان يبني على الطراز المعماري المغربي الاندلسي الأصيل لماذا لانه يريد أن يرى شئ أخر ليس مثل ما موجود في أوروبا ولكم عبره يا أولي الألباب وعلى كل حال القطار فاتكم ولا نصيب لكم من السياحه إلا الفتات وسياحة المباريات ووو.....المغرب قريب من أوروبا وامريكا يعني الغرب والذي عقدته كانت الشرق والمغرب بالنسبة لهم كان أقرب نقطه شرقيه يمكنهم التعرف عليها لكن الله غالب
",الاثنين 02 شتنبر 2019 - 17:31,<strong>عروبي</strong>
"
إلى 36 : 5 مليون ديال السياح هم أصلا مغاربة ليس عليهم فيزا ، الواقع المر ، أما صاحب تعليق 11 اتفق معه مليون في المئة
",الاثنين 02 شتنبر 2019 - 17:31,
"
الناس كايقلبو على الأمن والراحة النفسية والأسعار المعقولة المغرب رآه بلد سياحي ومضياف بامتياز لكن الإجرام والغلاء الفاحش في المطاعم والمقاهي جعل الكل ينفر و10 مليون سائح مستحيل نصل اليها مادم الوضع هو ويزداد يوم بعد يوم والعدد الكثير سوف يقاطع بعض المدن السياحية نظرا لشدة الغلاء دون شفقة ولا رحمة وسيبقى الدباب أمامهم وعليهم بالشياشة.و ..............
",الاثنين 02 شتنبر 2019 - 17:47,<strong>مقترح</strong>
"
و المغرب يقول لك أنه بلد سياحي، بأي شيء؟ إذا ذهبت إلى شلالات أوزود تجد أن كل أماكن البيكنيك حجزها الأهالي و بعض الشباب لتأجيرها للمغاربة ، أماكن قذرة مغطاة بأنواع من الشراوط من المزابل المجاورة، سعر تأجير المكان الذي هو مكان عام 70 درهم
إذا ذهبت إلى السعيدية تجد مؤجري المظلات الشمسية قد سبقوك و سيطروا على الشاطىء فيجب أن تستأجر المكان منهم الذي هو فضاء عام
و نفس الشيء في إفران في عين فيتال، و حين تقضي يومك و تذهب لأخذ سيارتك تجد صاحب السترة الصفراء في انتظارك 10 إلى 20 درهم 
ناهيك عن الأسعار الخيالية و النصب و الاحتيال و العنف 
أتفوه على سياحة في المغرب
 ",الاثنين 02 شتنبر 2019 - 17:48,
"
لو طبقنا في حياتنا أول أوامر ديننا الحنيف (إقرأ) لتجاوزنا حتى اليابان، الغرب شعب شغووووف بالقراءة اليومية حتى آخر أيامه، أما نحن العرب نعيش بالتمني والدعوات والجهل المدقع في جميع المجالات.
",الاثنين 02 شتنبر 2019 - 17:54,<strong>rado</strong>
"
Café dans un restaurant en espagne:1,20E
Au maroc 3 Euros
Une bouteille d eau en espagne 0,50 centimes
au maroc ça commence par 2 euros
et la liste est longue
sans parler de la sécurité ,le sourrir,les promotions en été de toutes les marchandises 
Il n'y a pas de comparaison il y a un gouffre entre nous et eux et jamais nous ne pourrons arriver à leur niveau.
",الاثنين 02 شتنبر 2019 - 18:05,
"
قالك بغيين يوصلو 10 مليون سائح في بالشفوي
برشلونة كايزوروها 10 مليون ف الشهر
الواحد
انا زرت عدة بلدان وشاهدت الفرق على كل المستويات :الأمن النظافة التعامل الاثمنة الخدمات وخرجت بنتيجة أني لن اقضي عطلتي في بلادنا السعيدة مع كامل الأسف
",الاثنين 02 شتنبر 2019 - 18:33,<strong>مباحظة</strong>
"
إلا بغيت تنجحو في هاذ البلاد وفي جميع القطاعات التعليم الصحة الرياضة البنية التحتية السياحة كل قطاع اشرف عليه نصراني اكون فرنسي إسباني روسي بلجيكي كندي المهم ميكونش غير منا وبالأخص الجماعات والمجالس البلدية والقروية ومجالس الجهات
",الاثنين 02 شتنبر 2019 - 18:38,<strong>soussi Saïd</strong>
"
الرد على المعلق ""مغربي"" عليك أن تعلم أن تركيا تسعين في المائة من سكانها هم مسلمون وأن السائح لا يخرج من بلاده للبحث عن الدين بل البحث عن الأمن و الأمان و وسائل الترفيه و الراحة ليس كالمغرب غير الشفرة و الشمكارة و الوسخ و الأزبال
",الاثنين 02 شتنبر 2019 - 19:13,<strong>من خارج وجدة</strong>
"
franchement rien à voir au maroc
",الاثنين 02 شتنبر 2019 - 19:25,<strong>Yanis</strong>
"
لا مقارنة مع وجود العقم، والعقم ركن ركين في حياتنا، أن كان ينبض في كياننا عرق حي وبالصدفة أن وجد . 
وانا لله وانا اليه راجعون.
",الاثنين 02 شتنبر 2019 - 20:11,<strong>انما الصدقات</strong>
"
en Espagne un serveur débutant gagne 1200 euros c'est à dire 13000 dirhams par mois , plus les pourboires avec 2 jours de repos par semaine ( au Maroc il gagne 2500 DH avec 1 jour de repos par semaine avec des menaces de le mettre à la porte a la moindre erreur au lieu de le formé . vous rajouter à ça les cuisiniers, les vallées de chambres, le personnel de la réception, les bagagistes tout ce monde là est malheureux comment voulez-vous que le tourisme ce devlope, la plus part des hôtels sont gérés par des patrons qui n'ont aucun savoir faire dans le domaine, renseignez-vous auprès des hôtels D'Agadir . soit que l'hôtel est délabré ou soumis à la gestion (ÉPISSÉRIE DU COIN ) à bon entendeur. salut hespress. ..
",الاثنين 02 شتنبر 2019 - 20:22,<strong>Houcine</strong>
"
48 مباحظه 
برشلونة يزورها 10 مليون سائح شهريا يعني 120 مليون سنويا. 
اسبانيا كلها كيزورها 80 مليون سنويا . علما ان برشلونه جزء من اسبانيا.
هذي ممفهوماش.
",الاثنين 02 شتنبر 2019 - 20:47,<strong>امير</strong>
"
كنت داءما كندوز العطلة أنا و الأولاد في اغادير مدة 10 أيام ب 23000 فندق 4 نجوم يا حصرة لا نظافة لا جودة فقط الأوساخ و الضجيج عكس عطلتي في اسبانيا دوزنا 14 يوم ب 9000 فيها الطائرة و الفندق والأكل أما الفندق فالخيال و الخدمة والمناظر منذ 3 سنوات ونحن نقصدها داءما اضافة إلى شراء كل ما نحتاجه من ملابس باقل الأثمان
",الاثنين 02 شتنبر 2019 - 21:06,<strong>asmaa</strong>
"
J’étais partie pour allez ou Maroc pour 25 jours finalement j’ai passer 2 semaine en Espagne. Vraiment pas cher les restaurants les serveurs nous respect que tu viens de France ou Belgique. Les prix et fix pour tt le monde l’hôtel propre et j’ai loué une villa pour 5 jours à 400 euros avec piscine et pas loin de la plage. Tt et propre j’ai adoré. Après j’ai juste traversé le Maroc pour arriver à Agadir je me suis arrêté juste ou station d’essence pour un petit déjeuner croissant et juste d’orange moi et ma femme 80 dh ça commence déjà . Le Maroc c juste pour voire la famille pas pour passé les vacances .
",الاثنين 02 شتنبر 2019 - 21:35,<strong>alawi</strong>
"
إلى الرقم15:
ان زجر وليس جزر المخالفين يبقى تدبيرها لن يتحقق إلى فى الإعلام الرسمي البليد الذي يمارس الكذب ويعتقد أن الناس يصدقون ما يتفثه من تلك الأكاذيب..بلدنا رائع جغرافيا ويملك مقومات منلخية وطبيعي مثل أسبانيا وأفضل..وبه تضاريس غير موجودة هناك: الصحراء برمالها ومناظرها وشساعتها..لكننا جشعون وطماعون وغشاشون..ناهيك عن بنية تحتية مهترئة وخدمات جد ناقصة ووسائل نقل متسخة وجيوش من المتشردين والمتسولين والحنقى تزعج المواطن قبل السائح..كل ذلك يؤثر سلبيا على توافد السياح..فمن يأتي لا يعود أبدا الا نادرا.بل يوصي آخرين وينصحهم بعدم المجيء.كل مغربي يقصد أسبانيا للسياحة يعاين الفرق الشاسع بيننا وبينهم على مختلف المستويات لذلك يصر كل من يذهب إلى هناك على العودة لأكثر من مرة وينصح الآخرين بفعل ذلك.منذ سنوات كنت في برشلونة فلاحظت وجود فتيات راقدات في حديقة قرب الرمبلة قريبا من تمثال كريستوف كولومبوس.وكان معي صديق يعمل هناك فأثرت انتباه لهذا الأمر فقال لي بأنك لم تر شيئا.لو ذهبت إلى الشاطئ ستجدهن نائمات هناك لوحده ولا يزعجهن أحد لان الأمن متواجد في كل مكان.الامن والنظام واحترام القانون عوامل مهمة..
",الثلاثاء 03 شتنبر 2019 - 06:17,
"
au numéro 50, apprend à lire et comprendre d'abord avant de me répondre OK ? où est ce que j'ai dis que les turques sont non musulmans, tout le monde sait que les turques sont tous musulmans mais leur pays est laique, alors que le Maroc est un pays islamique, c'est pour àa qu'on peut pas et on veut pas assurer la liberté et le divertissement que les touristes cherchent, j'espère que tu as compris le message cette fois-ci
",الثلاثاء 03 شتنبر 2019 - 10:57,
"
أعتقد أن القائمين على السياحة الإسبانية لهم رؤيا استراتيجية من أجل جعل السياحة في خدمة الوطن والمجتمع والناس.هذا بعكس سياسة المغرب التي من خلال النتائج المعلنة وتكاليف السياحة الداخلية تخدم أكتر أصحاب الفنادق و المشاريع السياحية.
",الثلاثاء 03 شتنبر 2019 - 18:49,
"
اسبانيا حققت هذه المذاخيل المرتفعة في السياحة بفضل ماثرنا الإسلامية عندها قصبات ورياض وبساتين واسوار ونقوش و فسيفساء ومعالم واثار تركها المسلمون هناك تعتني بها اسبانيا الى الان عناية خاصة وها هي تروجها في سياحتها وهي شهاده في حق الاسلام ان رسالة وليس استعمار كما ينعته الخصوم لان الاستعمار يدمر ويخرب ويهدم والاسلام كان ولا زال يبني ويشيد ويعمر لا تستطيع اسبانيا التفريط في معالم الاسلام هناك انها تحف
",الأربعاء 04 شتنبر 2019 - 16:22,<strong>محمد بنحده</strong>
